City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
319,montepuez,-13.1256,38.9997,294.82,96,96,1.41,MZ,1707361394
320,molo,-0.2479,35.7374,283.19,93,33,0.75,KE,1707361394
321,ouargla,31.9493,5.325,283.19,37,0,0.0,DZ,1707361395
322,kidal,18.4411,1.4078,288.97,14,3,4.67,ML,1707361395
323,klyuchi,52.2667,79.1667,265.77,87,11,4.38,RU,1707361139
324,freetown,8.484,-13.2299,298.3,86,89,2.62,SL,1707361133
325,silvia,2.611,-76.3785,284.88,96,100,1.72,CO,1707361395
326,krasnyy chikoy,54.5678,31.4333,261.49,94,100,4.02,RU,1707361395
327,zaozersk,69.4005,32.4476,248.8,99,66,2.17,RU,1707361396
328,mil'kovo,55.6078,37.7956,260.23,94,98,4.85,RU,1707361196
329,celestun,20.8667,-90.4,293.86,77,0,4.87,MX,1707361396
330,weyburn,49.6668,-103.8511,271.27,93,100,5.66,CA,1707361396
331,kirkwall,58.9848,-2.9587,273.18,93,75,2.57,GB,1707361396
332,severo-yeniseyskiy,60.3725,93.0408,260.69,99,98,1.34,RU,1707360878
333,saint-joseph,-21.3667,55.6167,298.36,85,78,4.89,RE,1707361168
334,kolonia,50.9333,6.95,278.12,91,100,2.06,DE,1707361146
335,alice springs,27.7523,-98.0697,292.91,77,0,7.72,US,1707361150
336,bathsheba,13.2167,-59.5167,300.49,83,20,7.2,BB,1707361274
337,jiazi,22.8779,116.067,287.84,73,98,5.46,CN,1707361397
338,taulaga,-11.0553,-171.0883,301.16,84,100,10.77,AS,1707361397
339,shingu,33.7333,135.9833,284.09,46,51,2.0,JP,1707361397
340,tazacorte,28.629,-17.9293,292.68,21,0,3.58,ES,1707361397
341,cidreira,-30.1811,-50.2056,296.83,89,99,5.89,BR,1707361397
342,ouani,-12.1322,44.4258,301.5,79,77,5.11,KM,1707361397
343,yacuiba,-22.038,-63.6797,297.56,70,98,1.64,BO,1707361397
344,pacific grove,38.482,-90.7415,285.25,62,100,3.07,US,1707360944
345,sao joao da barra,20.5113,76.2129,292.52,49,21,2.7,IN,1707361172
346,ust-tsilma,65.441,52.1498,259.05,96,100,3.58,RU,1707361179
347,sos'va,59.1766,61.8558,261.51,98,80,1.79,RU,1707361398
348,swakopmund,-22.6833,14.5333,292.62,86,97,2.7,NA,1707361398
349,darwin,-12.4611,130.8418,305.4,70,40,2.06,AU,1707360902
350,chui,-33.6971,-53.4616,294.62,90,54,3.48,UY,1707361399
351,morondava,-20.2833,44.2833,298.61,89,5,3.19,MG,1707361399
352,bridlington,54.0831,-0.1919,275.94,88,97,0.45,GB,1707361399
353,muli,2.9167,73.5667,301.03,71,99,6.4,MV,1707361195
354,ocean grove,39.9001,-74.2162,276.36,73,4,1.24,US,1707361362
355,vail,32.0479,-110.712,280.62,87,92,1.79,US,1707361400
