City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,chikitigarh,19.2,84.6167,298.78,73,0,1.99,IN,1707361400
357,labuan,5.2767,115.2417,302.35,79,20,0.0,MY,1707361400
358,prince rupert,52.9669,-108.3847,268.41,96,99,3.27,CA,1707361152
359,brak,27.5496,14.2714,283.58,44,0,0.98,LY,1707361400
360,south hedland,64.0,-19.0,252.94,97,66,1.52,IS,1707361401
361,pavlikeni,43.2428,25.3219,274.72,63,100,1.44,BG,1707361401
362,i-n-salah,27.1935,2.4607,287.03,28,41,3.88,DZ,1707361401
363,labytnangi,66.6572,66.4183,268.71,94,100,6.73,RU,1707361173
364,arno,60.1167,18.6333,268.59,76,28,1.26,SE,1707361192
365,vilhena,-12.7406,-60.1458,296.04,85,98,1.35,BR,1707361221
366,greenland,43.0362,-70.8328,273.07,88,43,0.65,US,1707361402
367,bubaque,11.2833,-15.8333,299.17,73,100,3.94,GW,1707361402
368,vorgashor,67.5833,63.95,266.04,87,100,5.52,RU,1707361165
369,machico,32.7,-16.7667,294.1,59,75,8.23,PT,1707361402
370,alta,69.9689,23.2717,256.74,75,20,5.14,NO,1707361403
371,nouadhibou,20.931,-17.0347,294.14,43,86,5.14,MR,1707361403
372,kuqa,41.7278,82.9364,269.88,65,95,1.7,CN,1707361403
373,portland,45.5234,-122.6762,281.27,85,27,0.45,US,1707361266
374,quelimane,-17.8786,36.8883,299.12,88,20,2.68,MZ,1707361403
375,winnemucca,40.973,-117.7357,274.76,75,96,1.33,US,1707361404
376,bandarbeyla,9.4942,50.8122,297.09,77,89,6.24,SO,1707361140
377,geraldton,-28.7667,114.6,314.38,9,0,9.26,AU,1707361404
378,inirida,3.8653,-67.9239,297.07,96,72,1.25,CO,1707361404
379,melfort,52.8667,-104.6177,265.22,93,100,2.06,CA,1707361386
380,nadi,-17.8,177.4167,302.15,74,75,2.06,FJ,1707361155
381,remire-montjoly,4.9167,-52.2667,301.17,78,75,3.6,GF,1707361404
382,yelizovo,53.1873,158.3805,268.23,45,75,1.0,RU,1707361186
383,chandler,33.3062,-111.8412,286.5,65,100,6.17,US,1707361404
384,ankang,32.68,109.0172,279.89,57,40,0.24,CN,1707361405
385,zouerate,22.7187,-12.4521,290.34,12,3,3.7,MR,1707361405
386,fiambala,-27.6871,-67.6149,297.15,52,100,4.17,AR,1707361405
387,nishifukuma,33.7667,130.4667,282.2,61,100,4.32,JP,1707361405
388,nantucket,41.2835,-70.0995,272.58,76,100,6.83,US,1707361183
389,brookings,44.3114,-96.7984,281.58,86,100,9.24,US,1707361198
390,janeng,-25.4167,25.55,292.95,38,54,3.85,BW,1707361405
391,suileng,47.25,127.0833,260.89,91,98,2.22,CN,1707361405
392,wurtulla,-26.7568,153.1256,302.62,78,9,2.24,AU,1707361406
393,troy,42.6056,-83.1499,276.9,81,98,0.45,US,1707361336
394,margate,51.3813,1.3862,279.76,82,100,1.34,GB,1707360857
395,peterhead,57.5058,-1.7981,271.18,76,15,6.16,GB,1707361406
396,muscatine,41.4667,-91.1335,280.98,65,0,5.66,US,1707361406
397,kita,13.0349,-9.4895,296.9,12,95,2.59,ML,1707361406
398,raduzhny,62.0961,77.475,265.41,83,100,6.03,RU,1707361197
399,rikaze,29.25,88.8833,273.65,17,0,1.33,CN,1707361155
400,likiep,9.8251,169.3107,299.84,79,100,8.75,MH,1707361407
401,babruysk,53.15,29.2333,268.34,76,45,3.58,BY,1707361407
402,jefferson city,38.1834,-85.65,285.07,50,0,2.06,US,1707361407
403,chinde,26.8418,88.0763,277.32,56,0,2.02,NP,1707361407
404,mata-utu,-13.2816,-176.1745,302.12,81,100,8.77,WF,1707361407
405,batticaloa,7.7102,81.6924,299.23,71,74,2.1,LK,1707361408
406,nizhnesortymskiy,62.4397,71.7603,264.5,92,100,7.06,RU,1707361408
407,beipiao,41.7919,120.7792,269.46,33,6,2.36,CN,1707361408
408,san antonio de pale,13.3034,-4.8956,295.98,12,4,4.35,ML,1707361140
409,antsiranana,-12.2787,49.2917,298.32,86,100,1.88,MG,1707361408
410,tal'menka,53.8183,83.5677,270.03,94,100,4.37,RU,1707361408
411,santa marta,17.486,120.4348,302.05,93,4,2.56,PH,1707361326
412,eyl,7.9803,49.8164,296.88,74,36,5.65,SO,1707361319
413,agat village,16.2049,120.5125,302.85,52,9,3.28,PH,1707361409
414,ondjiva,-17.0667,15.7333,295.17,94,0,1.03,AO,1707361409
415,zabid,14.1951,43.3152,297.44,79,28,2.46,YE,1707361410
416,bulayevo,54.9056,70.4439,267.32,91,100,9.55,KZ,1707361410
417,braidwood,41.265,-88.2123,279.58,82,100,4.45,US,1707361410
418,happy valley-goose bay,35.1654,-91.6443,283.29,68,0,1.54,US,1707360935
419,flin flon,48.4982,6.6557,282.92,93,100,8.22,FR,1707361410
420,port lincoln,-7.0349,29.7638,295.09,80,68,2.28,CD,1707361158
421,bowen,-20.0167,148.2333,304.32,59,60,9.14,AU,1707361193
422,banda aceh,25.4833,80.3333,287.19,42,93,4.48,IN,1707361187
423,ruidoso,33.3317,-105.673,276.51,56,100,10.8,US,1707361411
424,hadibu,12.65,54.0333,298.13,69,100,5.4,YE,1707361411
425,tura,25.5198,90.2201,291.02,31,0,1.63,IN,1707361167
426,sao vicente,20.5113,76.2129,292.52,49,21,2.7,IN,1707361169
427,burabay,53.0838,70.3138,266.99,88,100,11.5,KZ,1707361411
428,wenchang,30.904,118.4887,277.22,73,51,0.84,CN,1707361412
429,port blair,-7.0349,29.7638,295.09,80,68,2.28,CD,1707361216
430,cedeira,43.6797,-8.0209,290.28,54,100,12.04,ES,1707361412
431,susuman,62.7833,148.1667,244.95,98,97,0.59,RU,1707361098
432,dwarka,22.2394,68.9678,294.97,55,98,5.0,IN,1707360891
433,rhinelander,45.6366,-89.4121,277.33,65,20,4.12,US,1707361136
434,nikolayevsk-on-amure,53.1406,140.73,257.85,82,98,1.65,RU,1707361412
435,honiara,-9.4333,159.95,302.36,79,100,5.95,SB,1707361413
436,mahina,-17.5065,-149.489,302.02,84,75,8.23,PF,1707361167
437,ascension,30.2169,-90.9001,288.15,88,92,2.81,US,1707361413
438,san borja,13.3034,-4.8956,295.98,12,4,4.35,ML,1707361160
439,ugoofaaru,5.6667,73.0,300.45,72,100,5.96,MV,1707361413
440,kolpashevo,58.3131,82.9089,265.43,93,100,3.13,RU,1707361413
441,nagqu,31.5,92.0,263.04,23,0,2.1,CN,1707361147
442,bria,6.5423,21.9863,292.77,34,17,1.77,CF,1707361413
443,saldanha,-33.0117,17.9442,291.18,85,15,4.2,ZA,1707361170
444,khandyga,62.6667,135.6,237.43,95,76,0.1,RU,1707361414
445,tyukalinsk,55.8732,72.1967,262.9,93,39,6.8,RU,1707361414
446,buka,40.8108,69.1986,279.99,67,100,0.52,UZ,1707361414
447,erdenet,49.0333,104.0833,256.08,89,78,1.76,MN,1707361150
448,waddan,29.1614,16.139,285.05,36,0,1.87,LY,1707361414
449,riachao das neves,-7.3619,-46.6172,297.8,70,98,1.6,BR,1707361415
450,calama,-22.4667,-68.9333,290.42,55,0,4.63,CL,1707361415
451,bardai,11.65,7.2333,288.28,22,4,4.42,NG,1707361194
452,plainview,40.7765,-73.4673,278.53,79,0,0.0,US,1707361415
453,ifanadiana,-21.3,47.6333,294.1,95,100,0.71,MG,1707361415
454,balqash,46.8481,74.995,270.48,100,100,4.0,KZ,1707361415
455,kawalu,-7.3817,108.2082,302.52,60,18,1.46,ID,1707361416
456,altamont,42.2068,-121.7372,273.31,88,0,2.57,US,1707361416
457,ocean pointe,39.9001,-74.2162,276.36,73,4,1.24,US,1707361416
458,san buenaventura,13.3034,-4.8956,295.98,12,4,4.35,ML,1707361179
459,hovd,48.0056,91.6419,254.41,89,31,0.57,MN,1707361175
460,carbonear,47.7332,-53.2148,271.62,89,48,6.07,CA,1707361416
461,luwuk,-0.9516,122.7875,303.68,67,100,1.44,ID,1707361416
462,alaghsas,17.0187,8.0168,287.81,23,0,3.66,NE,1707361416
463,bannu,32.9854,70.6027,283.89,30,0,2.55,PK,1707361416
464,wenshui,28.4506,106.5267,276.57,89,100,0.47,CN,1707361417
465,opava,49.9387,17.9026,274.48,96,100,0.6,CZ,1707361130
466,siwa oasis,29.2041,25.5195,285.93,57,0,1.95,EG,1707361417
467,tosontsengel,48.7567,98.2839,248.08,94,70,1.17,MN,1707361417
468,puerto deseado,36.5939,-6.233,284.05,93,100,3.09,ES,1707361190
469,horta,38.5333,-28.6333,289.27,86,58,8.05,PT,1707361417
470,tolanaro,-25.0319,46.9987,297.19,88,75,5.14,MG,1707361417
471,esil,51.9556,66.4042,264.3,88,100,10.2,KZ,1707361417
472,aripuana,-9.1667,-60.6333,297.31,88,93,0.55,BR,1707361417
473,bima,-8.4667,118.7167,305.17,60,43,0.77,ID,1707361418
474,kurumkan,54.3,110.3,257.66,94,75,1.79,RU,1707361418
475,yoichi,43.2039,140.7703,273.55,65,100,7.52,JP,1707361315
476,orapa,-21.2833,25.3667,297.3,51,82,1.58,BW,1707361418
477,dunedin,-45.8742,170.5036,293.6,42,29,4.02,NZ,1707361162
478,val-d'or,48.1002,-77.7828,273.2,100,100,2.57,CA,1707361397
479,gorno-altaysk,51.9561,85.955,267.88,82,93,1.79,RU,1707361418
480,elmendorf air force base,29.2561,-98.3328,292.05,77,20,8.75,US,1707361186
481,mananara,-16.1667,49.7667,297.68,93,96,0.95,MG,1707361418
482,tatsunocho-tominaga,34.8667,134.55,281.53,53,19,0.8,JP,1707361419
483,daru,-9.0763,143.2092,302.75,68,100,3.7,PG,1707361175
484,sovetskaya gavan',44.7769,41.1722,281.43,56,10,5.15,RU,1707361419
485,fort bragg,52.6517,6.3861,274.33,76,100,0.68,NL,1707361141
486,valparaiso,-33.0393,-71.6273,294.53,72,100,2.06,CL,1707361191
487,hilo,19.7297,-155.09,296.53,77,100,2.06,US,1707361189
488,homer,59.6425,-151.5483,274.08,80,100,1.54,US,1707361419
489,kedainiai,55.2883,23.9747,269.53,92,35,1.84,LT,1707361420
490,talara,-4.5772,-81.2719,300.57,78,40,4.12,PE,1707361420
491,polyarnyy,69.1989,33.4478,250.44,100,87,3.58,RU,1707361184
492,sile,41.1754,29.6133,287.52,79,100,2.98,TR,1707361420
493,baillif,16.0202,-61.7463,299.87,84,100,4.46,GP,1707361420
494,cavelossim,15.1726,73.9419,298.14,41,3,1.47,IN,1707361420
495,kantang,7.4054,99.5156,301.2,78,20,1.03,TH,1707361420
496,kandalaksha,67.162,32.4123,247.62,100,98,1.0,RU,1707361420
497,okha,53.5739,142.9478,256.91,86,98,4.72,RU,1707361420
498,lagunas,-5.2269,-75.6753,297.42,90,39,0.88,PE,1707361421
499,kulhudhuffushi,6.6221,73.07,300.19,71,99,4.13,MV,1707361168
500,mthatha,-31.5889,28.7844,290.46,82,5,1.54,ZA,1707361421
501,rio gallegos,38.3,21.7833,286.36,78,45,0.9,GR,1707361421
502,poltavka,54.3663,71.7632,267.66,87,79,9.55,RU,1707361421
503,vernon,50.2581,-119.2691,276.82,89,100,1.54,CA,1707361160
504,whitefish,48.4111,-114.3376,273.43,94,100,3.09,US,1707361421
505,brejo santo,-3.6844,-42.7503,297.02,96,73,1.67,BR,1707361388
506,mana,5.6592,-53.7767,298.99,77,80,4.57,GF,1707361180
507,carlsbad,33.1581,-117.3506,286.96,80,100,6.71,US,1707361208
508,santa elena de uairen,17.486,120.4348,302.05,94,4,2.56,PH,1707361142
509,tepecik,41.0293,28.5498,285.18,85,100,6.18,TR,1707361422
510,cafayate,-26.073,-65.9761,293.39,73,100,0.17,AR,1707361422
511,ryotsu-minato,38.0833,138.4333,278.51,58,94,4.34,JP,1707361422
512,puerto aysen,36.5939,-6.233,284.05,93,100,3.09,ES,1707361148
513,extrema,-22.8547,-46.3183,291.56,93,100,1.36,BR,1707361422
514,punakha,27.5837,89.8598,285.23,61,74,0.65,BT,1707361423
515,cururupu,-1.8283,-44.8683,297.5,97,21,1.29,BR,1707361423
516,antonio enes,34.8353,-120.5699,283.73,65,100,6.17,US,1707361423
517,sao paulo de olivenca,20.5113,76.2129,292.52,49,21,2.7,IN,1707361200
518,manokwari,-0.8667,134.0833,301.17,76,94,2.49,ID,1707361423
